"","Hoogte","Temperatuur"
"1",1417.17522126157,-1.02077797917187
"2",930.598653850611,4.32975883073302
"3",1310.30094650574,1.27412969084822
"4",6.64816545322537,12.3891196686695
"5",197.639245453161,10.3133260588844
"6",1547.22250209423,-2.40829516001335
"7",574.839126642328,7.23596152058902
"8",1033.80451425212,4.35845772236555
"9",116.070762183517,11.278386642658
"10",289.054077474361,11.6907556715316
"11",170.412719986382,8.912070349438
"12",1838.27239198377,-3.80566353393354
"13",561.835032543167,7.83601302433348
"14",839.156575677916,5.83121762113468
"15",309.14500650383,10.4832562331337
"16",1022.77683612425,4.87596958933505
"17",70.3316541157001,15.71444564141
"18",124.158905074,11.9462143347031
"19",231.43714237118,10.4955387054204
"20",1243.73801230919,1.57230768078959
"21",1903.65146586206,-5.71562042806795
"22",696.868539766874,7.17199585079521
"23",60.284473374486,14.3609214215101
"24",27.6889065074796,-0.628163088534196
"25",747.844220406841,7.75108354961508
"26",1635.23761778139,-1.67847890472067
"27",1778.09926877497,-6.3174484146678
"28",45.9732348099351,5.63035351155335
"29",250.008617519381,3.62240079635956
"30",556.421976361889,8.60327531576776
"31",1596.37725477573,-2.06225011341472
"32",267.349486044588,9.68070633786359
"33",1284.32214379311,3.12251587173086
"34",1300.08992803749,0.43469977809626
"35",124.076857790351,9.39124211600967
"36",1237.0984592475,1.55418483060211
"37",289.114586247091,8.15871155980845
"38",1650.0840828009,-3.21481355643075
"39",953.382631933782,4.46865874979837
"40",81.0739635930082,6.93708675389927
"41",1960.6819405104,-5.39594882363817
"42",7.73107847198844,7.60493385383386
"43",10.9883488728008,2.19827553050307
"44",663.507038988173,7.3015246957169
"45",1786.91031732131,-5.08537398336937
"46",393.437637371903,13.1758648055874
"47",135.715348552912,11.9247415877787
"48",265.095592095497,12.4234867045837
"49",619.584410684183,6.66056801682895
"50",140.023561744931,10.3818588423306
"51",236.085239603164,12.4671539941912
"52",933.28168726759,3.2659064989778
"53",1316.11144877272,1.48783726419934
"54",676.683215047233,7.37843227236628
"55",1176.89751405036,2.5521693151194
"56",75.0169835984707,11.2188899804796
